invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue
C557941,22900,SET 2 TEA TOWELS I LOVE LONDON ,-160,6/23/2011 16:00,2.32,12901,United Kingdom,-371.2
C559252,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-4,7/7/2011 11:42,34.95,12980,United Kingdom,-139.8
C540164,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-6,1/5/2011 12:02,2.55,14911,EIRE,-15.3
C576850,23470,CARD HOLDER LOVE BIRD LARGE ,-1,11/16/2011 15:40,6.25,13924,United Kingdom,-6.25
C555475,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,6/3/2011 12:11,2.1,18232,United Kingdom,-2.1
C567359,21209,MULTICOLOUR HONEYCOMB FAN,-2,9/19/2011 16:33,0.39,15201,United Kingdom,-0.78
C541691,22138,BAKING SET 9 PIECE RETROSPOT ,-6,1/20/2011 16:22,4.95,13090,United Kingdom,-29.7
C558347,S,SAMPLES,-1,6/28/2011 14:47,14.92,Guest,United Kingdom,-14.92
551447,35004C,Unknown,-4,4/28/2011 15:59,0,Guest,United Kingdom,0
C543663,22846,BREAD BIN DINER STYLE RED ,-1,2/11/2011 10:50,16.95,18118,United Kingdom,-16.95
C544655,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-2,2/22/2011 12:57,1.49,13113,United Kingdom,-2.98
C580773,23202,JUMBO BAG VINTAGE LEAF,-20,12/6/2011 11:05,2.08,16523,United Kingdom,-41.6
563453,21033,taig adjust no stock,-24,8/16/2011 14:34,0,Guest,United Kingdom,0
C547676,22423,REGENCY CAKESTAND 3 TIER,-2,3/24/2011 14:15,10.95,15189,United Kingdom,-21.9
C566007,21790,VINTAGE SNAP CARDS,-48,9/8/2011 12:03,0.85,16076,United Kingdom,-40.8
C548577,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-96,4/1/2011 10:46,1.25,13694,United Kingdom,-120
551722,20975,Unknown,-170,5/3/2011 16:50,0,Guest,United Kingdom,0
569256,20774,damaged,-14,10/3/2011 11:15,0,Guest,United Kingdom,0
C556634,22730,ALARM CLOCK BAKELIKE IVORY,-2,6/13/2011 15:22,3.75,17675,United Kingdom,-7.5
C549540,22443,GROW YOUR OWN HERBS SET OF 3,-1,4/10/2011 10:12,7.95,17114,United Kingdom,-7.95
C562375,23314,VINTAGE CHRISTMAS TABLECLOTH,-4,8/4/2011 14:46,12.5,14911,EIRE,-50
C563612,22729,ALARM CLOCK BAKELIKE ORANGE,-1,8/18/2011 6:39,3.75,17442,United Kingdom,-3.75
556074,22519,Unknown,-19,6/8/2011 15:14,0,Guest,United Kingdom,0
546124,35610C,Thrown away.,-1121,3/9/2011 14:50,0,Guest,United Kingdom,0
C569989,23236,STORAGE TIN VINTAGE DOILY ,-6,10/6/2011 20:08,2.89,16839,United Kingdom,-17.34
C574922,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-8,11/7/2011 16:39,8.5,15502,United Kingdom,-68
C579944,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,12/1/2011 10:38,3.29,15021,United Kingdom,-3.29
580380,21620,check,-20,12/2/2011 17:58,0,Guest,United Kingdom,0
C567708,85099F,JUMBO BAG STRAWBERRY,-3,9/22/2011 9:53,2.08,15201,United Kingdom,-6.24
C577147,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-3,11/18/2011 9:42,1.65,13396,United Kingdom,-4.95
C536829,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,12/2/2010 17:36,3.25,13295,United Kingdom,-3.25
C542060,21936,RED RETROSPOT PICNIC BAG,-1,1/25/2011 12:01,2.95,14680,United Kingdom,-2.95
C553373,POST,POSTAGE,-1,5/16/2011 14:48,16.85,Guest,United Kingdom,-16.85
C537602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,12/7/2010 12:45,2.55,17511,United Kingdom,-2.55
C563596,22776,SWEETHEART CAKESTAND 3 TIER,-2,8/18/2011 6:19,9.95,12749,United Kingdom,-19.9
551570,85189,Unknown,-6,5/3/2011 11:13,0,Guest,United Kingdom,0
C557791,22483,RED GINGHAM TEDDY BEAR ,-1,6/22/2011 16:36,2.95,14099,United Kingdom,-2.95
556315,22948,sold as set on dotcom,-108,6/10/2011 10:47,0,Guest,United Kingdom,0
C555935,23049,RECYCLED ACAPULCO MAT RED,-2,6/8/2011 9:14,8.25,12567,France,-16.5
C564281,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,8/24/2011 10:54,1.25,14796,United Kingdom,-1.25
C540243,22638,SET OF 4 NAPKIN CHARMS CROWNS ,-1,1/5/2011 15:32,2.55,12585,Germany,-2.55
C575171,23355,HOT WATER BOTTLE KEEP CALM,-1,11/8/2011 17:49,4.95,18164,United Kingdom,-4.95
C575044,22666,RECIPE BOX PANTRY YELLOW DESIGN,-12,11/8/2011 12:07,2.95,14948,United Kingdom,-35.4
C544575,BANK CHARGES,Bank Charges,-1,2/21/2011 13:58,134.76,Guest,United Kingdom,-134.76
C581148,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,12/7/2011 14:02,2.95,12462,Spain,-2.95
C543659,21199,PINK  HEART CONFETTI IN TUBE,-48,2/11/2011 10:40,0.42,16730,United Kingdom,-20.16
C547904,AMAZONFEE,AMAZON FEE,-1,3/28/2011 12:02,219.76,Guest,United Kingdom,-219.76
C572736,23487,SWEET HEART CAKE CARRIER,-1,10/25/2011 15:37,9.95,15836,United Kingdom,-9.95
C541710,22904,CALENDAR PAPER CUT DESIGN,-2,1/21/2011 11:17,2.95,14320,United Kingdom,-5.9
C570867,23292,SPACEBOY CHILDRENS CUP,-8,10/12/2011 16:17,1.25,12607,USA,-10
C539574,22768,FAMILY PHOTO FRAME CORNICE,-1,12/20/2010 12:23,9.95,16713,United Kingdom,-9.95
C564956,22637,PIGGY BANK RETROSPOT ,-3,8/31/2011 13:41,2.55,16303,United Kingdom,-7.65
C581499,M,Manual,-1,12/9/2011 10:28,224.69,15498,United Kingdom,-224.69
C578131,23485,BOTANICAL GARDENS WALL CLOCK ,-1,11/23/2011 10:49,20.8,13171,United Kingdom,-20.8
C544901,22357,KINGS CHOICE BISCUIT TIN,-1,2/24/2011 13:02,4.25,15078,United Kingdom,-4.25
544046,21785,Unknown,-140,2/15/2011 12:34,0,Guest,United Kingdom,0
C542910,22360,GLASS JAR ENGLISH CONFECTIONERY,-3,2/1/2011 15:38,2.55,17511,United Kingdom,-7.65
C575648,23085,ANTIQUE SILVER BAUBLE LAMP  ,-2,11/10/2011 14:22,8.25,16523,United Kingdom,-16.5
C578007,85104,SILVER GLASS T-LIGHT SET,-3,11/22/2011 12:40,2.95,16474,United Kingdom,-8.85
C548485,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,3/31/2011 12:50,2.95,14051,United Kingdom,-2.95
C560855,21209,MULTICOLOUR HONEYCOMB FAN,-2,7/21/2011 13:00,0.39,14410,United Kingdom,-0.78
C561588,15056N,EDWARDIAN PARASOL NATURAL,-2,7/28/2011 10:53,5.95,15781,United Kingdom,-11.9
C543638,22551,PLASTERS IN TIN SPACEBOY,-1,2/10/2011 16:40,1.65,16403,United Kingdom,-1.65
C557148,23177,TREASURE ISLAND BOOK BOX,-6,6/17/2011 10:52,2.25,13735,United Kingdom,-13.5
C541654,21843,RED RETROSPOT CAKE STAND,-6,1/20/2011 11:53,10.95,12540,Spain,-65.7
549149,35649,Unknown,-43,4/6/2011 15:31,0,Guest,United Kingdom,0
C572469,22386,JUMBO BAG PINK POLKADOT,-4,10/24/2011 13:31,2.08,13534,United Kingdom,-8.32
C555636,22855,FINE WICKER HEART ,-12,6/6/2011 12:33,1.25,15073,United Kingdom,-15
C577394,84946,ANTIQUE SILVER T-LIGHT GLASS,-4,11/18/2011 17:09,1.25,14902,United Kingdom,-5
C540417,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-30,1/7/2011 10:56,1.95,13680,United Kingdom,-58.5
C551464,22746,POPPY'S PLAYHOUSE LIVINGROOM ,-6,4/28/2011 16:15,2.1,13085,United Kingdom,-12.6
C553851,21531,RED RETROSPOT SUGAR JAM BOWL,-1,5/19/2011 13:04,2.55,15811,United Kingdom,-2.55
C544420,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2/18/2011 15:18,2.75,16191,United Kingdom,-5.5
C538341,22752,SET 7 BABUSHKA NESTING BOXES,-96,12/10/2010 14:03,7.65,15514,United Kingdom,-734.4
C569987,22027,TEA PARTY BIRTHDAY CARD,-144,10/6/2011 19:54,0.36,18194,United Kingdom,-51.84
C567521,22423,REGENCY CAKESTAND 3 TIER,-1,9/20/2011 16:33,12.75,12540,Spain,-12.75
C543752,D,Discount,-1,2/11/2011 14:12,64.27,14031,United Kingdom,-64.27
537004,21814,Unknown,-30,12/3/2010 15:34,0,Guest,United Kingdom,0
C538720,71053,WHITE METAL LANTERN,-4,12/14/2010 11:11,3.75,17526,United Kingdom,-15
C554136,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,5/23/2011 10:02,1.25,14239,United Kingdom,-1.25
C567534,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,-1,9/21/2011 9:49,1.25,16341,United Kingdom,-1.25
C555596,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,6/6/2011 10:17,3.29,17644,United Kingdom,-13.16
C559105,20726,LUNCH BAG WOODLAND,-1,7/6/2011 11:10,1.65,16393,United Kingdom,-1.65
565938,23066,Unknown,-13,9/8/2011 10:54,0,Guest,United Kingdom,0
C557664,23183,MOTHER'S KITCHEN SPOON REST ,-1,6/21/2011 18:00,3.75,Guest,EIRE,-3.75
C536812,22130,PARTY CONE CHRISTMAS DECORATION ,-144,12/2/2010 16:58,0.72,16546,United Kingdom,-103.68
C575511,22382,LUNCH BAG SPACEBOY DESIGN ,-1,11/10/2011 10:33,1.65,14456,United Kingdom,-1.65
C545504,22777,GLASS CLOCHE LARGE,-1,3/3/2011 11:35,8.5,13630,United Kingdom,-8.5
547996,84534B,Unknown,-10,3/29/2011 10:22,0,Guest,United Kingdom,0
C550013,22644,CERAMIC CHERRY CAKE MONEY BANK,-5,4/14/2011 10:49,1.45,12982,United Kingdom,-7.25
C550174,22997,TRAVEL CARD WALLET UNION JACK,-2,4/14/2011 17:07,0.42,16394,United Kingdom,-0.84
C566166,21311,SET/4 BIRD MIRROR MAGNETS ,-6,9/9/2011 11:59,0.29,14194,United Kingdom,-1.74
C540527,21056,DOCTOR'S BAG SOFT TOY,-1,1/9/2011 13:42,8.95,14606,United Kingdom,-8.95
C579746,35004B,SET OF 3 BLACK FLYING DUCKS,-3,11/30/2011 14:40,4.65,13078,United Kingdom,-13.95
C570867,21524,DOORMAT SPOTTY HOME SWEET HOME,-2,10/12/2011 16:17,8.25,12607,USA,-16.5
545548,77101A,Unknown,-87,3/3/2011 15:08,0,Guest,United Kingdom,0
C539866,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-2,12/23/2010 10:20,7.65,12427,Germany,-15.3
C543050,22242,5 HOOK HANGER MAGIC TOADSTOOL,-24,2/3/2011 10:14,1.65,12625,Germany,-39.6
C564955,22891,TEA FOR ONE POLKADOT,-1,8/31/2011 13:39,4.25,15786,United Kingdom,-4.25
C556904,D,Discount,-1,6/15/2011 12:56,14.42,14527,United Kingdom,-14.42
C537860,22192,BLUE DINER WALL CLOCK,-2,12/8/2010 16:15,8.5,16252,United Kingdom,-17
C548460,22366,DOORMAT AIRMAIL ,-2,3/31/2011 11:58,7.95,16801,United Kingdom,-15.9
C545457,22779,WOODEN OWLS LIGHT GARLAND ,-3,3/2/2011 17:18,4.25,17428,United Kingdom,-12.75
C546997,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-6,3/18/2011 13:32,0.85,12748,United Kingdom,-5.1
C549692,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,-2,4/11/2011 13:43,1.65,13668,United Kingdom,-3.3
C577737,22597,MUSICAL ZINC HEART DECORATION ,-24,11/21/2011 13:25,0.85,15681,United Kingdom,-20.4
C559347,22208,WOOD STAMP SET THANK YOU,-12,7/7/2011 17:22,0.83,18072,United Kingdom,-9.96
C564940,22564,ALPHABET STENCIL CRAFT,-432,8/31/2011 13:10,1.06,12931,United Kingdom,-457.92
538162,46000M,Dotcom sales,-100,12/9/2010 17:25,0,Guest,United Kingdom,0
C540788,21231,SWEETHEART CERAMIC TRINKET BOX,-2,1/11/2011 11:46,1.25,13576,United Kingdom,-2.5
C575079,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,11/8/2011 13:28,2.95,14911,EIRE,-5.9
C572410,23174,REGENCY SUGAR BOWL GREEN,-2,10/24/2011 11:58,3.75,16742,United Kingdom,-7.5
C542402,84978,HANGING HEART JAR T-LIGHT HOLDER,-2,1/27/2011 16:05,1.25,16124,United Kingdom,-2.5
C540271,M,Manual,-1,1/6/2011 11:51,1126,12503,Spain,-1126
C559983,23300,GARDENERS KNEELING PAD CUP OF TEA ,-6,7/14/2011 11:41,1.65,14562,United Kingdom,-9.9
566449,20856,??,-140,9/12/2011 16:07,0,Guest,United Kingdom,0
C547797,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,3/25/2011 12:34,9.95,17460,United Kingdom,-9.95
C565044,11001,ASSTD DESIGN RACING CAR PEN,-180,8/31/2011 17:02,1.27,12931,United Kingdom,-228.6
540008,85230F,Unknown,-48,1/4/2011 11:10,0,Guest,United Kingdom,0
581201,22217,damages?,-155,12/7/2011 18:30,0,Guest,United Kingdom,0
C569636,22998,TRAVEL CARD WALLET KEEP CALM,-2,10/5/2011 12:14,0.42,12841,United Kingdom,-0.84
547998,20854,Unknown,-2,3/29/2011 10:23,0,Guest,United Kingdom,0
C560540,22147,FELTCRAFT BUTTERFLY HEARTS,-1,7/19/2011 12:26,1.45,12415,Australia,-1.45
542368,85188B,Unknown,-70,1/27/2011 12:59,0,Guest,United Kingdom,0
C546773,22942,CHRISTMAS LIGHTS 10 SANTAS ,-2,3/16/2011 15:42,8.5,14505,United Kingdom,-17
C542383,22423,REGENCY CAKESTAND 3 TIER,-13,1/27/2011 14:26,10.95,14299,United Kingdom,-142.35
C543004,22470,HEART OF WICKER LARGE,-4,2/2/2011 12:40,2.95,13939,United Kingdom,-11.8
C550181,20675,BLUE POLKADOT BOWL,-4,4/14/2011 17:43,1.25,13069,United Kingdom,-5
C576561,21929,JUMBO BAG PINK VINTAGE PAISLEY,-1,11/15/2011 13:22,1.79,15311,United Kingdom,-1.79
C569989,23294,SET OF 6 SNACK LOAF BAKING CASES,-8,10/6/2011 20:08,0.83,16839,United Kingdom,-6.64
C554002,POST,POSTAGE,-1,5/20/2011 12:09,6.5,13692,United Kingdom,-6.5
C573260,22650,CERAMIC PIRATE CHEST MONEY BANK,-1,10/28/2011 12:27,1.45,15287,United Kingdom,-1.45
C560331,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,7/18/2011 11:20,4.95,17706,United Kingdom,-4.95
C552047,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,5/6/2011 9:55,12.75,14796,United Kingdom,-12.75
C544318,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2/17/2011 15:02,2.1,12989,United Kingdom,-2.1
C559743,22098,BOUDOIR SQUARE TISSUE BOX,-12,7/12/2011 11:12,0.39,13599,United Kingdom,-4.68
C575672,23165,LARGE CERAMIC TOP STORAGE JAR,-2,11/10/2011 15:03,1.65,13098,United Kingdom,-3.3
C567544,23343,JUMBO BAG VINTAGE CHRISTMAS ,-1,9/21/2011 10:19,2.08,15622,United Kingdom,-2.08
C574261,23325,RUSTIC STRAWBERRY JAM POT SMALL,-6,11/3/2011 14:00,1.65,12683,France,-9.9
549510,84559B,Unknown,-158,4/8/2011 15:08,0,Guest,United Kingdom,0
C571893,23404,HOME SWEET HOME BLACKBOARD,-6,10/19/2011 14:13,4.95,13314,United Kingdom,-29.7
C541572,22669,RED BABY BUNTING ,-50,1/19/2011 12:39,2.55,15171,United Kingdom,-127.5
C572111,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,10/20/2011 19:13,6.95,13136,United Kingdom,-6.95
C559140,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,7/6/2011 13:42,1.45,13420,United Kingdom,-17.4
C569956,82482,WOODEN PICTURE FRAME WHITE FINISH,-6,10/6/2011 18:36,2.95,14944,United Kingdom,-17.7
544086,21785,Unknown,-7,2/15/2011 16:49,0,Guest,United Kingdom,0
C545510,21533,RETROSPOT LARGE MILK JUG,-1,3/3/2011 11:56,4.95,15281,United Kingdom,-4.95
C558097,22167, OVAL WALL MIRROR DIAMANTE ,-2,6/26/2011 13:29,9.95,15532,United Kingdom,-19.9
C573092,20724,RED RETROSPOT CHARLOTTE BAG,-40,10/27/2011 14:38,0.72,13791,United Kingdom,-28.8
C537414,POST,POSTAGE,-1,12/6/2010 15:09,4.41,16861,United Kingdom,-4.41
581213,22576,check,-30,12/7/2011 18:38,0,Guest,United Kingdom,0
C555935,23208,LUNCH BAG VINTAGE LEAF DESIGN,-10,6/8/2011 9:14,1.65,12567,France,-16.5
C555244,21929,JUMBO BAG PINK VINTAGE PAISLEY,-2,6/1/2011 14:11,2.08,12779,Poland,-4.16
C554531,21494,ROTATING LEAVES T-LIGHT HOLDER,-2,5/24/2011 17:30,1.25,12463,Belgium,-2.5
C539486,22600,CHRISTMAS RETROSPOT STAR WOOD,-12,12/20/2010 8:27,0.85,18256,United Kingdom,-10.2
C560990,22629,SPACEBOY LUNCH BOX ,-6,7/22/2011 13:24,1.95,14056,United Kingdom,-11.7
C576561,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-2,11/15/2011 13:22,1.79,15311,United Kingdom,-3.58
C562147,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,8/3/2011 10:47,2.95,16180,United Kingdom,-2.95
C567885,22698,PINK REGENCY TEACUP AND SAUCER,-1,9/22/2011 15:17,2.95,12879,United Kingdom,-2.95
C574584,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-32,11/4/2011 18:11,5.95,15482,United Kingdom,-190.4
C569038,23174,REGENCY SUGAR BOWL GREEN,-2,9/30/2011 10:46,4.15,12940,United Kingdom,-8.3
C557269,22423,REGENCY CAKESTAND 3 TIER,-1,6/19/2011 11:27,12.75,13097,United Kingdom,-12.75
C576409,23079,TOADSTOOL BEDSIDE LIGHT ,-4,11/15/2011 11:20,8.95,15298,United Kingdom,-35.8
C544696,22960,JAM MAKING SET WITH JARS,-6,2/23/2011 9:41,3.75,14735,United Kingdom,-22.5
C546320,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,-4,3/11/2011 9:39,1.65,12708,Germany,-6.6
C547854,22530,MAGIC DRAWING SLATE DOLLY GIRL ,-24,3/27/2011 12:12,0.42,14586,United Kingdom,-10.08
C556635,22697,GREEN REGENCY TEACUP AND SAUCER,-1,6/13/2011 15:25,2.95,13505,Switzerland,-2.95
C569911,23079,TOADSTOOL BEDSIDE LIGHT ,-1,10/6/2011 16:47,8.95,16653,United Kingdom,-8.95
C577227,D,Discount,-1,11/18/2011 12:06,27.26,14527,United Kingdom,-27.26
C556640,22191,IVORY DINER WALL CLOCK,-1,6/13/2011 15:44,8.5,13148,United Kingdom,-8.5
C572334,22356,CHARLOTTE BAG PINK POLKADOT,-100,10/24/2011 10:25,0.72,14607,United Kingdom,-72
C542640,22423,REGENCY CAKESTAND 3 TIER,-4,1/31/2011 11:22,10.95,16839,United Kingdom,-43.8
C538681,M,Manual,-1,12/13/2010 17:12,316.3,Guest,United Kingdom,-316.3
C554336,23126,FELTCRAFT GIRL AMELIE KIT,-1,5/23/2011 17:20,4.95,12474,Germany,-4.95
C563604,22847,BREAD BIN DINER STYLE IVORY,-1,8/18/2011 6:28,14.95,15251,United Kingdom,-14.95
C561358,22303,COFFEE MUG APPLES DESIGN,-1,7/26/2011 15:10,2.1,12626,Germany,-2.1
578838,21591,check,-267,11/25/2011 15:52,0,Guest,United Kingdom,0
C547806,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,3/25/2011 13:37,1.25,12528,Germany,-1.25
C552049,22081,RIBBON REEL FLORA + FAUNA ,-10,5/6/2011 10:00,1.65,17548,United Kingdom,-16.5
C546645,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-12,3/15/2011 13:32,7.65,15311,United Kingdom,-91.8
C542060,20728,LUNCH BAG CARS BLUE,-3,1/25/2011 12:01,1.65,14680,United Kingdom,-4.95
C568879,21975,PACK OF 60 DINOSAUR CAKE CASES,-23,9/29/2011 12:38,0.42,14680,United Kingdom,-9.66
C554308,M,Manual,-1,5/23/2011 15:00,557.72,12757,Portugal,-557.72
C556647,22502,PICNIC BASKET WICKER SMALL,-4,6/13/2011 16:14,5.95,13012,United Kingdom,-23.8
567645,21447,Unknown,-53,9/21/2011 14:27,0,Guest,United Kingdom,0
C568532,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,-6,9/27/2011 13:54,2.89,14356,United Kingdom,-17.34
C575980,22974,CHILDRENS DOLLY GIRL MUG,-1,11/13/2011 13:39,1.65,12867,United Kingdom,-1.65
C542089,22301,COFFEE MUG CAT + BIRD DESIGN,-3,1/25/2011 12:39,2.55,12681,France,-7.65
C561608,23296,SET OF 6 TEA TIME BAKING CASES,-4,7/28/2011 12:19,1.25,15827,United Kingdom,-5
C537860,21240,BLUE POLKADOT CUP,-8,12/8/2010 16:15,0.85,16252,United Kingdom,-6.8
C570828,90209A,PURPLE ENAMEL+GLASS HAIR COMB,-6,10/12/2011 13:15,2.1,14911,EIRE,-12.6
C566176,23348,CHILDRENS TOY COOKING UTENSIL SET,-2,9/9/2011 12:37,1.79,16133,United Kingdom,-3.58
C579878,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,11/30/2011 17:12,6.95,17340,United Kingdom,-6.95
C558969,M,Manual,-2,7/5/2011 11:01,3.52,16729,United Kingdom,-7.04
C566953,23433,HANGING QUILTED PATCHWORK APPLES,-11,9/15/2011 16:37,0.83,15804,United Kingdom,-9.13
C562281,84976,RECTANGULAR SHAPED MIRROR,-2,8/4/2011 10:36,0.79,12476,Germany,-1.58
C569985,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-6,10/6/2011 19:51,2.1,15365,United Kingdom,-12.6
C578371,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-1,11/24/2011 11:16,2.1,14410,United Kingdom,-2.1
C557479,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,6/20/2011 13:56,4.25,16700,United Kingdom,-8.5
C580917,22273,FELTCRAFT DOLL MOLLY,-1,12/6/2011 13:57,2.95,13362,United Kingdom,-2.95
C567919,23169,CLASSIC GLASS COOKIE JAR,-3,9/22/2011 17:20,4.15,17037,United Kingdom,-12.45
C538891,22509,SEWING BOX RETROSPOT DESIGN ,-4,12/14/2010 16:39,14.95,16233,United Kingdom,-59.8
C555889,22656,VINTAGE BLUE KITCHEN CABINET,-1,6/7/2011 16:01,125,13476,United Kingdom,-125
C552029,23132,SMALL IVORY HEART WALL ORGANISER,-1,5/5/2011 18:11,5.75,15622,United Kingdom,-5.75
C554864,22960,JAM MAKING SET WITH JARS,-1,5/27/2011 10:36,4.25,15122,United Kingdom,-4.25
C567655,CRUK,CRUK Commission,-1,9/21/2011 14:40,608.66,14096,United Kingdom,-608.66
C578355,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,-4,11/24/2011 10:13,1.25,14397,United Kingdom,-5
C540142,22667,RECIPE BOX RETROSPOT ,-2,1/5/2011 10:50,2.95,12782,Portugal,-5.9
C554333,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-2,5/23/2011 17:15,0.85,13310,United Kingdom,-1.7
C564955,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,8/31/2011 13:39,2.95,15786,United Kingdom,-5.9
C546128,22726,ALARM CLOCK BAKELIKE GREEN,-1,3/9/2011 15:05,3.75,15622,United Kingdom,-3.75
C566467,23199,JUMBO BAG APPLES,-14,9/12/2011 18:04,2.08,14688,United Kingdom,-29.12
C566071,23175,REGENCY MILK JUG PINK ,-19,9/8/2011 17:56,2.75,17997,United Kingdom,-52.25
549157,21511,Unknown,-9,4/6/2011 17:13,0,Guest,United Kingdom,0
C566384,22201,FRYING PAN BLUE POLKADOT,-1,9/12/2011 12:41,4.25,17811,United Kingdom,-4.25
C567682,23174,REGENCY SUGAR BOWL GREEN,-1,9/21/2011 16:28,4.15,17997,United Kingdom,-4.15
C567767,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-12,9/22/2011 10:58,2.95,17460,United Kingdom,-35.4
C578371,21972,SET OF 36 DINOSAUR PAPER DOILIES,-1,11/24/2011 11:16,1.45,14410,United Kingdom,-1.45
C543239,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,-12,2/4/2011 13:47,1.25,14462,United Kingdom,-15
C553910,22891,TEA FOR ONE POLKADOT,-1,5/19/2011 19:02,4.25,18168,United Kingdom,-4.25
C538723,22333,RETROSPOT PARTY BAG + STICKER SET,-7,12/14/2010 11:12,1.65,12434,Australia,-11.55
C581330,22959,WRAP CHRISTMAS VILLAGE,-25,12/8/2011 11:57,0.42,15877,United Kingdom,-10.5
C543817,22179,SET 10 LIGHTS NIGHT OWL,-1,2/13/2011 15:28,6.75,17841,United Kingdom,-6.75
C574946,22960,JAM MAKING SET WITH JARS,-2,11/8/2011 8:55,4.25,12656,France,-8.5
C556875,M,Manual,-1,6/15/2011 11:51,702.38,Guest,United Kingdom,-702.38
542531,DCGS0072,Unknown,-1,1/28/2011 13:08,0,Guest,United Kingdom,0
C569990,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-24,10/6/2011 20:11,4.15,15505,United Kingdom,-99.6
C580263,84817,DANISH ROSE DECORATIVE PLATE,-12,12/2/2011 12:43,2.1,12536,France,-25.2
C538341,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,12/10/2010 14:03,1.25,15514,United Kingdom,-1.25
C552709,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,5/10/2011 16:27,3.29,12886,United Kingdom,-9.87
C581228,82494L,WOODEN FRAME ANTIQUE WHITE ,-6,12/8/2011 10:06,2.95,16019,United Kingdom,-17.7
C547725,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-6,3/25/2011 10:43,1.25,Guest,United Kingdom,-7.5
C562149,23203,JUMBO BAG DOILEY PATTERNS,-1,8/3/2011 10:49,2.08,13534,United Kingdom,-2.08
C540391,22274,FELTCRAFT DOLL EMILY,-1,1/6/2011 18:02,2.95,13047,United Kingdom,-2.95
C553530,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,-1,5/17/2011 15:08,3.81,13777,United Kingdom,-3.81
C559983,23313,VINTAGE CHRISTMAS BUNTING,-8,7/14/2011 11:41,4.95,14562,United Kingdom,-39.6
C557624,M,Manual,-1,6/21/2011 14:22,5.8,16422,United Kingdom,-5.8
C559939,21232,STRAWBERRY CERAMIC TRINKET BOX,-12,7/14/2011 10:19,1.25,14426,United Kingdom,-15
C542138,20975,12 PENCILS SMALL TUBE RED RETROSPOT,-48,1/25/2011 17:21,0.65,17368,United Kingdom,-31.2
C556011,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,6/8/2011 11:45,0.83,14475,United Kingdom,-4.98
550153,85167B,DAMAGED,-1,4/14/2011 14:44,0,Guest,United Kingdom,0
C569994,22728,ALARM CLOCK BAKELIKE PINK,-16,10/6/2011 20:33,3.75,15606,United Kingdom,-60
C541261,22476,EMPIRE UNION JACK TV DINNER TRAY,-8,1/16/2011 15:48,4.95,14404,United Kingdom,-39.6
